@relation sms_spam_proiektua-weka.filters.supervised.instance.Resample-B0.0-S50-Z80.0-no-replacement

@attribute Text string
@attribute class_label {ham,spam}

@data
'Just got outta class gonna go gym.',ham
'I am 6 ft. We will be a good combination!',ham
'Teach me apps da. When you come to college.',ham
'Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.',ham
'We don call like  &lt;#&gt;  times oh. No give us hypertension oh.',ham
'Yup n her fren lor. I\'m meeting my fren at 730.',ham
'A gram usually runs like  &lt;#&gt; , a half eighth is smarter though and gets you almost a whole second gram for  &lt;#&gt;',ham
'Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas',ham
'I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?',ham
'I love to give massages. I use lots of baby oil... What is your fave position?',ham
'Thanks honey. Have a great day.',ham
'\'CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE \'',ham
'I\'ll text carlos and let you know, hang on',ham
'Beauty sleep can help ur pimples too.',ham
'4 oclock at mine. Just to bash out a flat plan.',ham
'7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \'Ur Lovely Friendship\'... good morning dear',ham
'Is ur changes 2 da report big? Cos i\'ve already made changes 2 da previous report.',ham
'I wasn\'t well babe, i have swollen glands at my throat ... What did you end up doing ?',ham
'IM LATE TELLMISS IM ON MY WAY',ham
'Ya that one is slow as poo',ham
'Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx',ham
'Stupid.its not possible',ham
'Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?',ham
'Send to someone else :-)',ham
'I\'m meeting Darren...',ham
'Saw Guys and Dolls last night with Patrick Swayze it was great',ham
'Oh fine, I\'ll be by tonight',ham
'Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly',ham
'Only just got this message, not ignoring you. Yes, i was. Shopping that is',ham
'If he started searching he will get job in few days.he have great potential and talent.',ham
'K..k.:)congratulation ..',ham
'Are you ok. What happen to behave like this',ham
'Thanks for ve lovely wisheds. You rock',ham
'Dip\'s cell dead. So i m coming with him. U better respond else we shall come back.',ham
'Okie but i scared u say i fat... Then u dun wan me already...',ham
'Ü still got lessons?  Ü in sch?',ham
'Sorry, I\'ll call later',ham
'No problem. How are you doing?',ham
'Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.',ham
'Okay... I booked all already... Including the one at bugis.',ham
'When/where do I pick you up',ham
'Nobody can decide where to eat and dad wants Chinese',ham
'Dear, will call Tmorrow.pls accomodate.',ham
'Po de :-):):-):-):-). No need job aha.',ham
'Oh all have to come ah?',ham
'Yeah imma come over cause jay wants to do some drugs',ham
'Try neva mate!!',ham
'May i call You later Pls',ham
'Ever green quote ever told by Jerry in cartoon \'A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt',ham
'Have a good evening! Ttyl',ham
'As in different styles?',ham
'Haven\'t seen my facebook, huh? Lol!',ham
'K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...',ham
'Nah im goin 2 the wrks with j wot bout u?',ham
'Gud ni8 dear..slp well..take care..swt dreams..Muah..',ham
'Every day i use to sleep after  &lt;#&gt;  so only.',ham
'Hey babe! I saw you came online for a second and then you disappeared, what happened ?',ham
'Yes, princess. Are you going to make me moan?',ham
'Go chase after her and run her over while she\'s crossing the street',ham
'At WHAT TIME should i come tomorrow',ham
'In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ',ham
'Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I\'m not getting owed in the face.',ham
'Thats cool. i liked your photos. You are very sexy!',ham
'Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We\'ve given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago',ham
'Haha... Sounds crazy, dunno can tahan anot...',ham
'Hiya, probably coming home * weekend after next',ham
'Then get some cash together and I\'ll text jason',ham
'Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..',ham
'You are a very very very very bad girl. Or lady.',ham
'Merry Christmas to you too babe, i love ya *kisses*',ham
'I\'m doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..',ham
'A bloo bloo bloo I\'ll miss the first bowl',ham
'Den wat will e schedule b lk on sun?',ham
'MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night',ham
'i can call in  &lt;#&gt;  min if thats ok',ham
'dont make ne plans for nxt wknd coz she wants us to come down then ok',ham
'Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!',ham
'awesome, how do I deal with the gate? Charles told me last night but, uh, yeah',ham
'You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.',ham
'Am i that much bad to avoid like this?',ham
'I\'m going for bath will msg you next  &lt;#&gt;  min..',ham
'Haha... Really oh no... How? Then will they deduct your lesson tmr?',ham
'Yes its possible but dint try. Pls dont tell to any one k',ham
'Let me know if you need anything else. Salad or desert or something... How many beers shall i get?',ham
'HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com',ham
'Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow',ham
'Stupid auto correct on my phone',ham
'Yo, I\'m at my parents\' gettin cash. Good news: we picked up a downstem',ham
'No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch',ham
'He remains a bro amongst bros',ham
'Do you know when dad will be back?',ham
'Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?',ham
'I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night',ham
'O shore are you takin the bus',ham
'Also where\'s the piece',ham
'Also track down any lighters you can find',ham
'I dunno they close oredi not... Ü v ma fan...',ham
'Mm have some kanji dont eat anything heavy ok',ham
'I want to go to perumbavoor',ham
'Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel',ham
'Whatever, juliana. Do whatever you want.',ham
'I anything lor.',ham
'Can help u swoop by picking u up from wherever ur other birds r meeting if u want.',ham
'We\'re finally ready fyi',ham
'Pass dis to all ur contacts n see wat u get! Red;i\'m in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i\'m jealous of u. Brown;i miss you Nw plz giv me one color',ham
'Yo guess what I just dropped',ham
'Going for dinner.msg you after.',ham
'Tee hee. Off to lecture, cheery bye bye.',ham
'I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie',ham
'Ok k..sry i knw 2 siva..tats y i askd..',ham
'Lol! Nah wasn\'t too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?',ham
'Cool. I am  &lt;#&gt;  inches long. hope you like them big!',ham
'Sorry, I\'ll call later',ham
'Is avatar supposed to have subtoitles',ham
'i am seeking a lady in the street and a freak in the sheets. Is that you?',ham
'I\'m at work. Please call',ham
'Haha awesome, omw back now then',ham
'\'Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\'',ham
'Whats the staff name who is taking class for us?',ham
'Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!',ham
'Tonight? Yeah, I\'d be down for that',ham
'Lol well don\'t do it without me. We could have a big sale together.',ham
'What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.',ham
'Alright if you\'re sure, let me know when you\'re leaving',ham
'ALSO TELL HIM I SAID HAPPY BIRTHDAY',ham
'Just dropped em off, omw back now',ham
'That\'s the way you should stay oh.',ham
'When did dad get back.',ham
'Check wid corect speling i.e. Sarcasm',ham
'So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already',ham
'Hope you are having a great day.',ham
'K so am I, how much for an 8th? Fifty?',ham
'Jus chillaxin, what up',ham
'Alright i have a new goal now',ham
'So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas',ham
'Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m...',ham
'Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8\'o clock.',ham
'Sday only joined.so training we started today:)',ham
'Let me know when you\'ve got the money so carlos can make the call',ham
'Why tired what special there you had',ham
'Can ü send me a copy of da report?',ham
'You made my day. Do have a great day too.',ham
'Ü only send me the contents page...',ham
'Should I head straight there or what',ham
'You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!',ham
'Do you work all this week ?',ham
'O was not into fps then.',ham
'I\'m at work. Please call',ham
'If you\'re not in my car in an hour and a half I\'m going apeshit',ham
'Ok enjoy . R u there in home.',ham
'Nice talking to you! please dont forget my pix :) i want to see all of you...',ham
'Y bishan lei... I tot ü say lavender?',ham
'Sorry, I\'ll call later in meeting',ham
'Send me the new number',ham
'Sorry, I\'ll call later',ham
'\'Happy valentines day\' I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...',ham
'I.ll hand her my phone to chat wit u',ham
'So when do you wanna gym harri',ham
'Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!',ham
'Its ok chikku, and its my 1 of favourite song..:-)',ham
'Hi this is yijue... It\'s regarding the 3230 textbook it\'s intro to algorithms second edition... I\'m selling it for $50...',ham
'I tot it\'s my group mate... Lucky i havent reply... Wat time do ü need to leave...',ham
'1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya',ham
'Leave it de:-). Start Prepare for next:-)..',ham
'No plans yet. What are you doing ?',ham
'I\'m coming home 4 dinner.',ham
'K..k..i\'m also fine:)when will you complete the course?',ham
'Don\'t forget who owns you and who\'s private property you are ... And be my good boy always .. *passionate kiss*',ham
'I like dis sweater fr mango but no more my size already so irritating.',ham
'U need my presnts always bcz U cant mis love. \'jeevithathile irulinae neekunna prakasamanu sneham\' prakasam ennal prabha \'That mns prabha is\'LOVE\' Got it. Dont mis me....',ham
'Have a good evening! Ttyl',ham
'Ü called dad oredi...',ham
'Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...',ham
'\'BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.\'',ham
'Dizzamn, aight I\'ll ask my suitemates when I get back',ham
'Boy you best get yo ass out here quick',ham
'In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;)',ham
'watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..',ham
'Mom wants to know where you at',ham
'Yo my trip got postponed, you still stocked up?',ham
'&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your\'s Raj',ham
'Really do hope the work doesnt get stressful. Have a gr8 day.',ham
'Jus finished avatar nigro',ham
'Hi! This is Roger from CL. How are you?',ham
'I cant pick the phone right now. Pls send a message',ham
'Sorry, went to bed early, nightnight',ham
'Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.',ham
'Yo, any way we could pick something up tonight?',ham
'Don\'t worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself',ham
'Got it..mail panren paru..',ham
'Ha ha cool cool chikku chikku:-):-DB-)',ham
'Watching telugu movie..wat abt u?',ham
'Annoying isn\'t it.',ham
'Oh ok..',ham
'Dear :-/ why you mood off. I cant drive so i brother to drive',ham
'Got it. Seventeen pounds for seven hundred ml – hope ok.',ham
'All sounds good. Fingers . Makes it difficult to type',ham
'Hi , where are you? We\'re at  and they\'re not keen to go out i kind of am but feel i shouldn\'t so can we go out tomo, don\'t mind do you?',ham
'Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL',ham
'Fyi I\'m gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit',ham
'Lol no. I just need to cash in my nitros. Hurry come on before I crash out!',ham
'Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don\'t get statements 4 that acc',ham
'Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx',ham
'Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com',ham
'I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?',ham
'Are you this much buzy',ham
'U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM',ham
'Yes baby! We can study all the positions of the kama sutra ;)',ham
'U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u',ham
'He dint tell anything. He is angry on me that why you told to abi.',ham
'Am okay. Will soon be over. All the best',ham
'I forgot 2 ask ü all smth.. There\'s a card on da present lei... How? Ü all want 2 write smth or sign on it?',ham
'Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee\'s* *exposes my belly and pulls your head to it* Don\'t forget ... I know yours too *wicked smile*',ham
Ok.,ham
'Nothing, i got msg frm tht unknown no..',ham
'I need you to be in my strong arms...',ham
'Probably a couple hours tops',ham
'Sry da..jst nw only i came to home..',ham
'Okey dokey, i‘ll be over in a bit just sorting some stuff out.',ham
'Well obviously not because all the people in my cool college life went home ;_;',ham
'OH MR SHEFFIELD! You wanna play THAT game, okay. You\'re the boss and I\'m the nanny. You give me a raise and I\'ll give YOU one!!',ham
'We are both fine. Thanks',ham
'Goodmorning, today i am late for 2hrs. Because of back pain.',ham
'What time you thinkin of goin?',ham
'Didn\'t try, g and I decided not to head out',ham
'I hope your pee burns tonite.',ham
'Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing',ham
'Do we have any spare power supplies',ham
'Ü takin linear algebra today?',ham
'O. Well uv causes mutations. Sunscreen is like essential thesedays',ham
'Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx',ham
'Super msg da:)nalla timing.',ham
'Lol, oh you got a friend for the dog ?',ham
'Yup but it\'s not giving me problems now so mayb i\'ll jus leave it...',ham
'I think if he rule tamilnadu..then its very tough for our people.',ham
'Gud ni8 dear..slp well..take care..swt dreams..Muah..',ham
'Sian... Aft meeting supervisor got work 2 do liao... U working now?',ham
'Wa, ur openin sentence very formal... Anyway, i\'m fine too, juz tt i\'m eatin too much n puttin on weight...Haha... So anythin special happened?',ham
'Can you do online transaction?',ham
'Long time. You remember me today.',ham
'How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.',ham
'No I\'m in the same boat. Still here at my moms. Check me out on yo. I\'m half naked.',ham
'U don\'t know how stubborn I am. I didn\'t even want to go to the hospital. I kept telling Mark I\'m not a weak sucker. Hospitals are for weak suckers.',ham
'I will treasure every moment we spend together...',ham
'Oh ok.. Wat\'s ur email?',ham
'Lol where do u come up with these ideas?',ham
'I gotta collect da car at 6 lei.',ham
'Shopping lor. Them raining mah hard 2 leave orchard.',ham
'I called but no one pick up e phone. I ask both of them already they said ok.',ham
'Hi:)did you asked to waheeda fathima about leave?',ham
'Maybe i could get book out tomo then return it immediately ..? Or something.',ham
'(You didn\'t hear it from me)',ham
'Yes da. Any plm at ur office',ham
'You all ready for * big day tomorrow?',ham
'A boy was late 2 home. His father: \'POWER OF FRNDSHIP\'',ham
'Yep. I do like the pink furniture tho.',ham
'She\'s borderline but yeah whatever.',ham
'Tell them no need to investigate about me anywhere.',ham
'And several to you sir.',ham
'Just finished. Missing you plenty',ham
'Me also da, i feel yesterday night  wait til 2day night dear.',ham
'Just wait till end of march when el nino gets himself. Oh.',ham
'Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning',ham
'\'Hi darlin did youPhone me? Im atHome if youwanna chat.\'',ham
'I thank you so much for all you do with selflessness. I love you plenty.',ham
'Yup i thk so until e shop closes lor.',ham
'Will purchase d stuff today and mail to you. Do you have a po box number?',ham
'Hey i\'ve booked the pilates and yoga lesson already... Haha',ham
'Ugh y can\'t u just apologize, admit u were wrong and ask me to take u back?',ham
'Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...',ham
Ok,ham
'Hey gals...U all wanna meet 4 dinner at nìte?',ham
'Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola',ham
'How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?',ham
'You got called a tool?',ham
'Dunno y u ask me.',ham
'Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy',ham
'He says hi and to get your ass back to south tampa (preferably at a kegger)',ham
'Same, I\'m at my great aunts anniversary party in tarpon springs',ham
'Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...',ham
'Yavnt tried yet and never played original either',ham
'Went to ganesh dress shop',ham
'It‘s £6 to get in, is that ok?',ham
'Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.',ham
'I cant pick the phone right now. Pls send a message',ham
'But if she.s drinkin i\'m ok.',ham
'I am late. I will be there at',ham
'I wont do anything de.',ham
'It\'s not that you make me cry. It\'s just that when all our stuff happens on top of everything else, it pushes me over the edge. You don\'t underdtand how often i cry over my sorry, sorry life.',ham
'Back in brum! Thanks for putting us up and keeping us all and happy. See you soon',ham
'Yeah, that\'s fine! It\'s £6 to get in, is that ok?',ham
'I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.',ham
'So u wan 2 come for our dinner tonight a not?',ham
'Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen',ham
'R u still working now?',ham
'Love it! The girls at the office may wonder why you are smiling but sore...',ham
'Yeah that\'s what I thought, lemme know if anything\'s goin on later',ham
'Probably gonna be here for a while, see you later tonight &lt;)',ham
'Sorry man, my stash ran dry last night and I can\'t pick up more until sunday',ham
'Haha good to hear, I\'m officially paid and on the market for an 8th',ham
'Now thats going to ruin your thesis!',ham
'Haiyoh... Maybe your hamster was jealous of million',ham
'Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow',ham
'Gud ni8.swt drms.take care',ham
'Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu',ham
'My sister in law, hope you are having a great month. Just saying hey. Abiola',ham
'see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you \'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.',ham
'Did u see what I posted on your Facebook?',ham
'You still coming tonight?',ham
'Oh k:)after that placement there ah?',ham
'Now, whats your house # again ? And do you have any beer there ?',ham
'Yes :)it completely in out of form:)clark also utter waste.',ham
'Cool, want me to go to kappa or should I meet you outside mu',ham
'Ok. No wahala. Just remember that a friend in need ...',ham
'I love you both too :-)',ham
'No:-)i got rumour that you going to buy apartment in chennai:-)',ham
'Its not that time of the month nor mid of the time?',ham
'U know we watchin at lido?',ham
'Not really dude, have no friends i\'m afraid :(',ham
'Be happy there. I will come after noon',ham
'Buy one egg for me da..please:)',ham
'Nooooooo I\'m gonna be bored to death all day. Cable and internet outage.',ham
'For fear of fainting with the of all that housework you just did? Quick have a cuppa',ham
'Thank you. I like you as well...',ham
'Reverse is cheating. That is not mathematics.',ham
'Dont know supports ass and srt i thnk. I think ps3 can play through usb too',ham
'I know she called me',ham
'Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)',ham
'Ffffffffff. Alright no way I can meet up with you sooner?',ham
'Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?',ham
'How about clothes, jewelry, and trips?',ham
'Send me your id and password',ham
'Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that\'s why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month\'s end. Can you please help. Thanks',ham
'No shit, but I wasn\'t that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn\'t let him fuck me',ham
'Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?',ham
'Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?',ham
'Men like shorter ladies. Gaze up into his eyes.',ham
'I miss you so much I\'m so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you',ham
'Er mw im filled tuth is aight',ham
'Most of the tiime when i don\'t let you hug me it\'s so i don\'t break into tears.',ham
'Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx',ham
'How much is blackberry bold2 in nigeria.',ham
'Please tell me you have some of that special stock you were talking about',ham
'Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.',ham
'Still chance there. If you search hard you will get it..let have a try :)',ham
'sry can\'t talk on phone, with parents',ham
'Then ur physics get a-?',ham
'A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)',ham
'One of best dialogue in cute reltnship..!! \'Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8',ham
'7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \'Ur Lovely Friendship\'... good morning dear',ham
'\'Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.\'',ham
'Ranjith cal drpd Deeraj and deepak 5min hold',ham
'I\'m fine. Hope you are also',ham
'Sorry, I\'ll call later',ham
'Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who\'s It? Reply With Reason, If U r Brilliant.',ham
'Can you say what happen',ham
'Your gonna have to pick up a $1 burger for yourself on your way home. I can\'t even move. Pain is killing me.',ham
'Rofl betta invest in some  anti aging products',ham
'Ok. I asked for money how far',ham
'Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck',ham
'Same to u...',ham
'My trip was ok but quite tiring lor. Uni starts today but it\'s ok 4 me cos i\'m not taking any modules but jus concentrating on my final yr project.',ham
'I cant pick the phone right now. Pls send a message',ham
'Well keep in mind I\'ve only got enough gas for one more round trip barring a sudden influx of cash',ham
'Honeybee Said: *I\'m d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)',ham
'Finally the match heading towards draw as your prediction.',ham
'Come to my home for one last time i wont do anything. Trust me.',ham
'Can you open the door?',ham
'Hope you are not scared!',ham
'Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.',ham
'Once free call me sir.',ham
'Wishing you a wonderful week.',ham
'Sorry . I will be able to get to you. See you in the morning.',ham
'Watching tv lor...',ham
'Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.',ham
'Dunno i juz askin cos i got a card got 20\% off 4 a salon called hair sense so i tot it\'s da one ü cut ur hair.',ham
'She said,\'\' do u mind if I go into the bedroom for a minute ? \'\' \'\'OK\'\', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,',ham
'I think we\'re going to finn\'s now, come',ham
'I got your back! Do you have any dislikes in bed?',ham
'I will take care of financial problem.i will help:)',ham
'Aight, call me once you\'re close',ham
'S:-)kallis wont play in first two odi:-)',ham
'Still work going on:)it is very small house.',ham
'Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?',ham
'Lol u still feeling sick?',ham
'Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God\'s love is yours.',ham
'What time do u get out?',ham
'I attended but nothing is there.',ham
'Thursday night? Yeah, sure thing, we\'ll work it out then',ham
'Same as kallis dismissial in 2nd test:-).',ham
'Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear',ham
'K. I will sent it again',ham
'Doc prescribed me morphine cause the other pain meds aren\'t enough. Waiting for my mom to bring it. That med should kick in fast so I\'m gonna try to be on later',ham
'Sounds like you have many talents! would you like to go on a dinner date next week?',ham
'Poor girl can\'t go one day lmao',ham
'Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x',ham
'Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...',ham
'Honeybee Said: *I\'m d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)',ham
'Hi :)finally i completed the course:)',ham
'The fact that you\'re cleaning shows you know why i\'m upset. Your priority is constantly \'what i want to do,\' not \'what i need to do.\'',ham
'What happen dear tell me',ham
'Can you talk with me..',ham
'I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon',ham
'I have to take exam with march 3',ham
'Yeah so basically any time next week you can get away from your mom &amp; get up before 3',ham
'I wish! I don\'t think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven\'t had snow since &lt;#&gt; before I was even born!',ham
'I\'ll talk to the others and probably just come early tomorrow then',ham
